Account_ID,Month,Region,Product,Credit_Band,Assigned_Collector,Origination_Balance,Outstanding_Balance,DPD_Bucket,Days_Past_Due,Contact_Attempts,Promise_to_Pay,Amount_Recovered
ACC-11173,2026-01,Ontario,Auto Loan,Prime,K. Brar,5000,3846.21,Current,0,1,No,0.0
ACC-11174,2025-09,British Columbia,Auto Loan,Prime,M. Singh,5000,3723.23,Current,0,0,No,0.0
ACC-11175,2026-04,Ontario,Line of Credit,Prime,M. Singh,8000,7297.75,Current,0,1,No,0.0
ACC-11176,2026-03,Atlantic,Auto Loan,Near-Prime,J. Tremblay,8000,5806.13,Current,0,0,No,0.0
ACC-11177,2026-01,Ontario,Credit Card,Near-Prime,A. Chen,5000,1180.82,31-60 DPD,55,4,No,956.67
ACC-11178,2026-02,Ontario,Personal Loan,Near-Prime,A. Chen,20000,12281.4,1-30 DPD,12,5,No,0.0
ACC-11179,2025-10,Ontario,Auto Loan,Prime,R. Osei,15000,11742.07,Current,0,0,No,0.0
ACC-11180,2026-06,Ontario,Credit Card,Near-Prime,L. Fontaine,5000,3603.19,61-90 DPD,89,2,Yes,0.0
ACC-11181,2026-06,Alberta,Line of Credit,Near-Prime,A. Chen,8000,2821.23,31-60 DPD,32,8,No,905.22
ACC-11182,2026-03,British Columbia,Auto Loan,Prime,L. Fontaine,5000,2708.66,Current,0,0,No,0.0
ACC-11183,2025-12,Ontario,Personal Loan,Subprime,K. Brar,12000,5133.28,31-60 DPD,32,2,No,0.0
ACC-11184,2026-07,Quebec,Credit Card,Prime,A. Chen,5000,3486.74,Current,0,0,No,0.0
ACC-11185,2026-03,Ontario,Auto Loan,Near-Prime,M. Singh,5000,1971.46,Current,0,0,No,0.0
ACC-11186,2025-11,British Columbia,Personal Loan,Subprime,K. Brar,8000,3611.69,31-60 DPD,48,2,No,0.0
ACC-11187,2026-06,Atlantic,Credit Card,Near-Prime,R. Osei,8000,2701.84,Current,0,0,No,0.0
ACC-11188,2026-02,Ontario,Credit Card,Prime,R. Osei,5000,3938.65,Current,0,0,No,0.0
ACC-11189,2026-01,Ontario,Auto Loan,Prime,K. Brar,3000,1676.64,1-30 DPD,6,2,No,0.0
ACC-11190,2026-06,Ontario,Credit Card,Near-Prime,M. Singh,15000,6191.98,Current,0,0,No,0.0
ACC-11191,2026-07,Ontario,Auto Loan,Near-Prime,R. Osei,5000,2379.85,Current,0,1,No,0.0
ACC-11192,2025-10,Quebec,Personal Loan,Prime,A. Chen,25000,15493.64,Current,0,1,No,0.0
ACC-11193,2026-07,Ontario,Auto Loan,Subprime,L. Fontaine,5000,3624.47,Current,0,3,No,0.0
ACC-11194,2026-03,Ontario,Line of Credit,Near-Prime,K. Brar,15000,5102.49,Current,0,0,No,0.0
ACC-11195,2026-08,Ontario,Line of Credit,Near-Prime,R. Osei,8000,3974.19,Current,0,0,No,0.0
ACC-11196,2026-06,Quebec,Line of Credit,Prime,J. Tremblay,25000,19705.04,Current,0,0,No,0.0
ACC-11197,2026-08,Ontario,Auto Loan,Subprime,M. Singh,5000,2882.88,Current,0,1,No,0.0
ACC-11198,2026-08,Ontario,Auto Loan,Subprime,L. Fontaine,3000,2653.88,Current,0,1,No,0.0
ACC-11199,2026-05,British Columbia,Auto Loan,Near-Prime,J. Tremblay,5000,2315.59,31-60 DPD,58,6,No,0.0
